Loyalty Number,Flights_Last_3M,Distance_Last_3M,Points_Last_3M,Flight_Frequency,Avg_Distance_Per_Month,Avg_Points_Per_Month,Points_Redeem_Ratio,Flight_Trend_3M,Distance_Trend_3M,Months_Since_Last_Flight,CLV,CLV_Per_Year,Salary,Membership_Age,Cancelled,Gender,Education,Marital Status,Loyalty Card,Enrollment Type
292957,0.0,0.0,0.0,1.5833333333333333,2404.5,2404.5,0.0,-1.0,-553.0,0.0,3864.78,772.956,49618.0,4,0,Male,Bachelor,Married,Star,Standard
460207,8.0,9286.0,9286.0,1.8333333333333333,2425.625,2425.625,0.0,5.0,6205.0,0.0,4988.58,1247.145,60392.0,3,0,Female,Bachelor,Married,Aurora,Standard
231843,2.0,3172.0,3172.0,1.625,2181.9166666666665,2181.9166666666665,0.0,0.0,0.0,0.0,4896.27,1632.0900000000001,,2,0,Male,College,Single,Star,Standard
464166,4.0,7992.0,7992.0,1.7083333333333333,3032.2083333333335,3032.2083333333335,0.0,-1.0,-1123.0,0.0,5077.32,846.2199999999999,,5,0,Female,College,Single,Star,Standard
483627,3.0,6982.0,6982.0,1.3333333333333333,1995.25,1995.25,438.0,0.0,0.0,0.0,7200.66,1440.132,,4,0,Female,College,Married,Aurora,Standard
496233,5.0,8228.0,8228.0,1.2916666666666667,1791.5833333333333,1791.5833333333333,0.0,-3.0,-4034.0,0.0,9415.9,1569.3166666666666,,5,0,Male,College,Single,Aurora,Standard
278928,5.0,4900.0,4900.0,0.4583333333333333,617.6666666666666,617.6666666666666,0.0,5.0,4900.0,0.0,7054.78,7054.78,,0,0,Female,College,Single,Aurora,Standard
274211,1.0,932.0,932.0,1.2916666666666667,1586.5833333333333,1586.5833333333333,0.0,0.0,0.0,0.0,5794.1,1448.525,96572.0,3,0,Male,Bachelor,Divorced,Nova,Standard
303207,5.0,7427.0,7427.0,1.125,1790.9166666666667,1790.9166666666667,0.0,0.0,-1324.0,0.0,4974.8,2487.4,87259.0,1,0,Female,Bachelor,Divorced,Nova,Standard
226710,3.0,4599.0,4599.0,1.375,2112.4166666666665,2112.4166666666665,0.0,-1.0,-1601.0,0.0,13333.39,2666.678,87252.0,4,0,Male,Bachelor,Married,Nova,Standard
277367,7.0,10327.0,10327.0,1.5,1829.0833333333333,1829.0833333333333,0.0,1.0,2187.0,0.0,3590.69,598.4483333333334,92582.0,5,0,Male,Bachelor,Married,Nova,Standard
304643,6.0,13326.0,13326.0,1.9583333333333333,2847.0,2847.0,0.0,-2.0,-4616.0,0.0,4359.74,1453.2466666666667,,2,0,Male,College,Single,Star,Standard
221993,7.0,7121.0,7121.0,0.9166666666666666,1341.7083333333333,1341.7083333333333,0.0,1.0,-251.0,0.0,9416.91,4708.455,83570.0,1,0,Female,Bachelor,Married,Star,Standard
290091,3.0,5736.0,5736.0,1.5416666666666667,2240.4583333333335,2240.4583333333335,0.0,0.0,0.0,0.0,6698.97,2232.9900000000002,187647.0,2,0,Female,Doctor,Single,Aurora,Standard
482681,8.0,11992.0,11992.0,1.9166666666666667,2439.0,2439.0,0.0,2.0,3992.0,0.0,7247.5,1449.5,,4,0,Female,College,Married,Aurora,Standard
465260,6.0,9475.0,9475.0,2.9583333333333335,4472.375,4472.375,0.0,-2.0,-1433.0,0.0,5977.79,853.97,89817.0,6,0,Female,Bachelor,Married,Aurora,Standard
499963,2.0,2524.0,2524.0,1.2083333333333333,1634.0416666666667,1634.0416666666667,0.0,0.0,0.0,0.0,9247.55,4623.775,94584.0,1,0,Female,Bachelor,Married,Star,Standard
459737,8.0,14751.0,14751.0,1.5416666666666667,2186.5833333333335,2186.5833333333335,0.0,1.0,916.0,0.0,5075.42,1015.0840000000001,,4,0,Male,College,Single,Nova,Standard
497106,2.0,1950.0,1950.0,0.9166666666666666,1054.6666666666667,1054.6666666666667,0.0,2.0,1950.0,0.0,2433.21,1216.605,49276.0,1,0,Female,Bachelor,Married,Star,Standard
480858,0.0,0.0,0.0,0.16666666666666666,230.91666666666666,230.91666666666666,0.0,0.0,0.0,0.0,27789.69,3969.9557142857143,56644.0,6,0,Male,Bachelor,Divorced,Nova,Standard
485280,2.0,2454.0,2454.0,1.0416666666666667,1672.875,1672.875,0.20244399185336048,0.0,-66.0,0.0,6104.72,3052.36,93975.0,1,0,Female,Bachelor,Married,Aurora,Standard
288612,3.0,7383.0,7383.0,0.5,909.375,909.375,0.0,-3.0,-3819.0,0.0,2907.44,2907.44,70116.0,0,0,Female,Bachelor,Married,Nova,Standard
307166,3.0,3738.0,3738.0,2.125,2933.1666666666665,2933.1666666666665,0.0,-3.0,-6543.0,0.0,4617.39,659.6271428571429,53315.0,6,0,Female,High School or Below,Married,Star,Standard
998072,0.0,0.0,0.0,1.0,1845.4583333333333,1845.4583333333333,0.0,0.0,0.0,0.0,3151.16,630.232,97206.0,4,1,Female,Master,Married,Nova,Standard
279580,3.0,6171.0,6171.0,1.7916666666666667,2865.9166666666665,2865.9166666666665,0.07647440051847051,2.0,5303.0,0.0,2839.3,567.86,84198.0,4,0,Female,Bachelor,Married,Nova,Standard
304726,5.0,6611.0,6611.0,1.4583333333333333,1809.2083333333333,1809.2083333333333,0.12221368178324366,0.0,2430.0,0.0,6019.96,1504.99,,3,0,Female,College,Single,Aurora,Standard
480074,2.0,1636.0,1636.0,1.5,2389.9583333333335,2389.9583333333335,0.0,-1.0,-4724.0,0.0,7726.99,7726.99,96023.0,0,0,Male,Bachelor,Married,Nova,Standard
278916,2.0,3235.0,3235.0,1.4166666666666667,1796.6666666666667,1796.6666666666667,0.0,-3.0,-3645.0,0.0,13023.93,6511.965,79459.0,1,0,Male,Bachelor,Married,Star,Standard
288164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434.27,7434.27,67804.0,0,0,Male,Bachelor,Single,Nova,Standard
270909,8.0,13718.0,13718.0,1.25,1760.875,1760.875,0.0,1.0,6762.0,0.0,2188.66,437.73199999999997,,4,0,Male,College,Single,Star,Standard
465241,9.0,14170.0,14170.0,2.125,2999.2083333333335,2999.2083333333335,0.0,1.0,4368.0,0.0,17995.87,5998.623333333333,91172.0,2,0,Male,Bachelor,Married,Star,Standard
464117,10.0,15766.0,15766.0,0.4166666666666667,656.9166666666666,656.9166666666666,0.0,5.0,10820.0,0.0,7375.57,7375.57,56307.0,0,0,Male,Bachelor,Single,Aurora,Standard
293676,3.0,6938.0,6938.0,1.1666666666666667,1751.375,1751.375,0.0,-2.0,1368.0,0.0,4330.8,1443.6000000000001,,2,0,Male,College,Single,Nova,Standard
276648,4.0,3760.0,3760.0,1.25,1461.5,1461.5,0.0,-1.0,-1296.0,0.0,20714.94,2959.2771428571427,,6,0,Male,College,Single,Star,Standard
278932,5.0,9885.0,9885.0,1.625,2421.1666666666665,2421.1666666666665,0.07303257131296784,5.0,9885.0,0.0,2980.46,1490.23,85082.0,1,0,Male,Bachelor,Married,Nova,Standard
975477,5.0,5661.0,5661.0,1.6666666666666667,2113.2083333333335,2113.2083333333335,0.0,0.0,0.0,0.0,14349.86,2391.6433333333334,85487.0,5,0,Male,Bachelor,Married,Aurora,Standard
480864,11.0,8965.0,8965.0,2.0,2271.4583333333335,2271.4583333333335,0.0,5.0,2920.0,0.0,9877.3,3292.433333333333,81484.0,2,0,Female,Bachelor,Single,Star,Standard
465347,4.0,4888.0,4888.0,1.1666666666666667,1304.9583333333333,1304.9583333333333,0.0,0.0,0.0,0.0,38055.21,9513.8025,,3,0,Female,College,Married,Star,Standard
304620,0.0,0.0,0.0,0.875,651.9583333333334,651.9583333333334,0.0,0.0,0.0,0.0,2144.92,714.9733333333334,,2,1,Male,College,Single,Star,Standard
303246,11.0,11520.0,11520.0,2.0,2389.9583333333335,2389.9583333333335,0.0,1.0,-804.0,0.0,8262.88,2065.72,,3,0,Female,College,Married,Aurora,Standard
460091,3.0,2598.0,2598.0,1.4166666666666667,2308.2916666666665,2308.2916666666665,0.0,-1.0,-1493.0,0.0,4037.55,576.7928571428572,63577.0,6,0,Male,High School or Below,Married,Star,Standard
999758,4.0,5548.0,5548.0,0.16666666666666666,231.16666666666666,231.16666666666666,0.0,0.0,0.0,0.0,18690.34,18690.34,,0,0,Female,College,Single,Star,Standard
497108,0.0,0.0,0.0,1.3333333333333333,2418.0416666666665,2418.0416666666665,0.0,0.0,0.0,0.0,2502.21,500.442,,4,0,Female,College,Divorced,Star,Standard
464187,9.0,12661.0,12661.0,4.0,5824.291666666667,5824.291666666667,0.0,4.0,4597.0,0.0,4574.55,762.4250000000001,,5,0,Female,College,Single,Nova,Standard
996686,4.0,5448.0,5448.0,1.4166666666666667,2539.4583333333335,2539.4583333333335,0.0,-1.0,-6097.0,0.0,2397.04,799.0133333333333,109361.0,2,0,Male,Master,Divorced,Star,Standard
293685,0.0,0.0,0.0,0.6666666666666666,718.875,718.875,0.0,0.0,0.0,0.0,6906.2,2302.0666666666666,46225.0,2,0,Female,High School or Below,Married,Aurora,Standard
290356,2.0,1006.0,1509.0,2.5454545454545454,3562.7272727272725,5344.090909090909,0.0,0.0,0.0,0.0,2150.91,2150.91,,0,1,Female,College,Single,Star,2018 Promotion
221813,0.0,0.0,0.0,3.5454545454545454,6420.545454545455,9630.818181818182,0.0,0.0,0.0,0.0,2906.3,2906.3,84747.0,0,0,Male,Bachelor,Married,Nova,2018 Promotion
485258,0.0,0.0,0.0,0.375,612.0,612.0,0.0,0.0,0.0,0.0,7685.4,3842.7,55093.0,1,1,Male,Bachelor,Married,Star,Standard
500455,0.0,0.0,0.0,1.4166666666666667,2161.9583333333335,2161.9583333333335,0.0,-3.0,-4563.0,0.0,4829.57,1609.8566666666666,57385.0,2,0,Male,Bachelor,Married,Star,Standard
290507,2.0,4127.0,4127.0,0.4583333333333333,881.4583333333334,881.4583333333334,0.0,-1.0,-2502.0,0.0,6218.66,3109.33,69917.0,1,0,Female,Bachelor,Married,Star,Standard
998112,2.0,2238.0,2238.0,1.4583333333333333,2254.4583333333335,2254.4583333333335,478.0,-2.0,-4354.0,0.0,8491.86,2122.965,52235.0,3,0,Male,Bachelor,Married,Nova,Standard
222929,6.0,12814.0,12814.0,1.5833333333333333,2698.875,2698.875,0.0,0.0,4581.0,0.0,2444.9,611.225,67377.0,3,0,Male,Bachelor,Single,Star,Standard
225930,11.0,20079.0,30118.5,2.5454545454545454,4578.090909090909,6867.136363636364,0.027163711048784258,9.0,15093.0,0.0,2848.56,2848.56,,0,0,Female,College,Single,Nova,2018 Promotion
290517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.35,4999.35,68065.0,0,0,Female,Bachelor,Single,Aurora,Standard
232290,2.0,1632.0,1632.0,1.3333333333333333,1579.7916666666667,1579.7916666666667,0.0,-1.0,-2309.0,0.0,5318.9,1063.78,50298.0,4,0,Female,Bachelor,Married,Star,Standard
288369,6.0,12174.0,12174.0,1.5416666666666667,2684.5833333333335,2684.5833333333335,0.12197132025712873,2.0,3956.0,0.0,4463.0,1115.75,,3,0,Female,College,Single,Nova,Standard
290250,2.0,1168.0,1752.0,1.6363636363636365,3264.0,4896.0,0.0,0.0,0.0,0.0,12208.12,12208.12,15609.0,0,1,Female,Bachelor,Divorced,Nova,2018 Promotion
996639,10.0,14412.0,14412.0,2.25,3373.9583333333335,3373.9583333333335,0.0,3.0,5037.0,0.0,3399.13,849.7825,53075.0,3,0,Female,Bachelor,Married,Star,Standard
227303,0.0,0.0,0.0,0.4583333333333333,654.625,654.625,0.0,-3.0,-5280.0,0.0,13530.03,13530.03,86815.0,0,1,Male,Bachelor,Married,Star,Standard
483125,2.0,1590.0,1590.0,1.2916666666666667,1986.3333333333333,1986.3333333333333,0.0,0.0,0.0,0.0,21639.84,3091.405714285714,79072.0,6,0,Female,Bachelor,Married,Nova,Standard
307178,4.0,5570.0,5570.0,1.125,1804.9583333333333,1804.9583333333333,0.0,-2.0,-466.0,0.0,9048.98,4524.49,,1,0,Male,College,Married,Star,Standard
485557,3.0,6540.0,6540.0,1.25,1934.6666666666667,1934.6666666666667,0.0,-4.0,-7292.0,0.0,6190.32,1238.0639999999999,72423.0,4,0,Male,High School or Below,Married,Aurora,Standard
497070,8.0,5228.0,5228.0,0.3333333333333333,217.83333333333334,217.83333333333334,0.0,2.0,1124.0,0.0,2739.06,2739.06,,0,0,Male,College,Married,Star,Standard
998192,4.0,7292.0,10938.0,4.363636363636363,6878.909090909091,10318.363636363636,0.0,0.0,0.0,0.0,4997.78,4997.78,72026.0,0,0,Female,Bachelor,Single,Aurora,2018 Promotion
105992,4.0,8275.0,8275.0,1.75,2554.5833333333335,2554.5833333333335,0.0,0.0,0.0,0.0,5905.97,1968.6566666666668,75700.0,2,0,Female,Bachelor,Married,Nova,Standard
480259,2.0,3706.0,3706.0,0.9583333333333334,1613.375,1613.375,0.1661721068249258,2.0,3706.0,0.0,15251.58,7625.79,78217.0,1,0,Female,Bachelor,Married,Nova,Standard
482777,4.0,4812.0,4812.0,0.16666666666666666,200.5,200.5,0.0,0.0,0.0,0.0,5124.8,5124.8,48423.0,0,0,Male,High School or Below,Married,Nova,Standard
500060,3.0,6501.0,6501.0,1.875,2935.4583333333335,2935.4583333333335,0.0,-4.0,-6316.0,0.0,4942.87,1235.7175,91978.0,3,0,Male,Bachelor,Divorced,Star,Standard
483212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7163.54,2387.846666666667,,2,1,Female,College,Single,Aurora,Standard
304117,5.0,7495.0,7495.0,0.875,1352.7083333333333,1352.7083333333333,0.0,0.0,0.0,0.0,6418.85,1604.7125,,3,0,Male,College,Single,Nova,Standard
496675,17.0,23482.0,35223.0,7.181818181818182,11345.454545454546,17018.18181818182,0.0,1.0,-1364.0,0.0,4971.73,4971.73,67880.0,0,0,Female,Bachelor,Married,Nova,2018 Promotion
293266,2.0,2634.0,2634.0,1.4583333333333333,2357.5416666666665,2357.5416666666665,668.0,-1.0,-2260.0,0.0,5246.28,1049.2559999999999,53061.0,4,0,Female,Bachelor,Married,Aurora,Standard
485397,5.0,5916.0,5916.0,1.75,2397.4583333333335,2397.4583333333335,0.0,1.0,1528.0,0.0,4969.36,828.2266666666666,64090.0,5,0,Male,High School or Below,Married,Aurora,Standard
277188,1.0,500.0,500.0,1.0833333333333333,1352.4166666666667,1352.4166666666667,0.9201596806387226,-3.0,-1820.0,0.0,6761.11,1690.2775,83736.0,3,0,Female,Bachelor,Divorced,Nova,Standard
290200,2.0,2094.0,2094.0,1.2083333333333333,1350.9166666666667,1350.9166666666667,0.0,0.0,0.0,0.0,2656.71,1328.355,77844.0,1,0,Male,Bachelor,Single,Star,Standard
233437,0.0,0.0,0.0,0.7916666666666666,1441.1666666666667,1441.1666666666667,0.0,0.0,0.0,0.0,9918.7,4959.35,59410.0,1,1,Male,Bachelor,Divorced,Nova,Standard
464639,0.0,0.0,0.0,1.3333333333333333,1668.5833333333333,1668.5833333333333,0.0,0.0,0.0,0.0,2452.49,408.7483333333333,69288.0,5,1,Male,Bachelor,Married,Star,Standard
459999,3.0,5733.0,5733.0,1.0416666666666667,1476.9583333333333,1476.9583333333333,0.0,-2.0,-3406.0,0.0,4170.69,2085.345,53465.0,1,0,Male,Bachelor,Single,Star,Standard
304080,5.0,11442.0,11442.0,0.20833333333333334,476.75,476.75,0.0,1.0,1514.0,0.0,20498.83,20498.83,72936.0,0,0,Female,Bachelor,Divorced,Aurora,Standard
977693,9.0,16200.0,24300.0,3.090909090909091,4184.090909090909,6276.136363636364,0.03012221719270812,7.0,15034.0,0.0,2887.74,2887.74,,0,0,Female,College,Single,Nova,2018 Promotion
977178,0.0,0.0,0.0,1.25,1642.1666666666667,1642.1666666666667,0.0,0.0,0.0,0.0,25030.38,8343.460000000001,51146.0,2,0,Male,Bachelor,Married,Nova,Standard
279380,7.0,11860.0,11860.0,1.0,1554.0,1554.0,0.0,3.0,6972.0,0.0,7294.49,3647.245,,1,0,Male,College,Single,Aurora,Standard
480389,7.0,13733.0,20599.5,2.090909090909091,4343.727272727273,6515.590909090909,0.0,3.0,5673.0,0.0,7057.46,7057.46,70285.0,0,1,Male,Bachelor,Single,Nova,2018 Promotion
464720,3.0,6099.0,6099.0,1.5833333333333333,2494.4166666666665,2494.4166666666665,0.0,-1.0,-1074.0,0.0,5884.31,1471.0775,,3,0,Female,College,Single,Nova,Standard
279419,13.0,17893.0,17893.0,3.375,5503.875,5503.875,0.0,1.0,-1647.0,0.0,4117.37,686.2283333333334,,5,0,Female,College,Single,Star,Standard
480435,0.0,0.0,0.0,1.0,1946.4166666666667,1946.4166666666667,0.0,0.0,0.0,0.0,30118.66,15059.33,82329.0,1,1,Male,Bachelor,Married,Nova,Standard
496387,0.0,0.0,0.0,0.9166666666666666,1118.75,1118.75,0.0,0.0,0.0,0.0,4379.93,729.9883333333333,61832.0,5,0,Female,Bachelor,Married,Star,Standard
307321,4.0,7585.0,7585.0,0.16666666666666666,316.0416666666667,316.0416666666667,0.0,0.0,0.0,0.0,4693.75,4693.75,74262.0,0,0,Female,High School or Below,Married,Star,Standard
307296,0.0,0.0,0.0,0.875,1511.0833333333333,1511.0833333333333,0.0,-2.0,-4404.0,0.0,6243.14,1248.6280000000002,74153.0,4,0,Female,Bachelor,Divorced,Star,Standard
496728,9.0,13914.0,13914.0,2.375,3513.7083333333335,3513.7083333333335,0.14803283328615907,0.0,-5984.0,0.0,4825.65,1206.4125,76992.0,3,0,Female,Bachelor,Married,Star,Standard
290249,11.0,15970.0,15970.0,3.0416666666666665,4735.666666666667,4735.666666666667,0.08698757320382802,0.0,-2448.0,0.0,4815.85,963.1700000000001,75400.0,4,0,Female,Bachelor,Single,Star,Standard
290445,4.0,8568.0,8568.0,1.5833333333333333,2156.2916666666665,2156.2916666666665,0.0,3.0,6812.0,0.0,3420.45,1140.1499999999999,,2,0,Male,College,Married,Star,Standard
